Year,Units,criminal offences,federal state,GeoCode,Value
2023,"per 100,000 inhabitants",dangerous and serious bodily injury,saxony,code14,168.765136490273
2010,"per 100,000 inhabitants",dangerous and serious bodily injury,saxony-anhalt,code15,184.761
2011,"per 100,000 inhabitants",dangerous and serious bodily injury,saxony-anhalt,code15,179.247
2012,"per 100,000 inhabitants",dangerous and serious bodily injury,saxony-anhalt,code15,174.504
2013,"per 100,000 inhabitants",dangerous and serious bodily injury,saxony-anhalt,code15,158.9
2014,"per 100,000 inhabitants",dangerous and serious bodily injury,saxony-anhalt,code15,160.7
2015,"per 100,000 inhabitants",dangerous and serious bodily injury,saxony-anhalt,code15,163.137
2016,"per 100,000 inhabitants",dangerous and serious bodily injury,saxony-anhalt,code15,185.485
2017,"per 100,000 inhabitants",dangerous and serious bodily injury,saxony-anhalt,code15,183.387
2018,"per 100,000 inhabitants",dangerous and serious bodily injury,saxony-anhalt,code15,191.986
2019,"per 100,000 inhabitants",dangerous and serious bodily injury,saxony-anhalt,code15,178.959
2020,"per 100,000 inhabitants",dangerous and serious bodily injury,saxony-anhalt,code15,194.325
2021,"per 100,000 inhabitants",dangerous and serious bodily injury,saxony-anhalt,code15,184.896
2022,"per 100,000 inhabitants",dangerous and serious bodily injury,saxony-anhalt,code15,214.913
2023,"per 100,000 inhabitants",dangerous and serious bodily injury,saxony-anhalt,code15,231.770801177879
2010,"per 100,000 inhabitants",dangerous and serious bodily injury,schleswig-holstein,code01,195.294
2011,"per 100,000 inhabitants",dangerous and serious bodily injury,schleswig-holstein,code01,182.277
2012,"per 100,000 inhabitants",dangerous and serious bodily injury,schleswig-holstein,code01,170.219
2013,"per 100,000 inhabitants",dangerous and serious bodily injury,schleswig-holstein,code01,149.9
2014,"per 100,000 inhabitants",dangerous and serious bodily injury,schleswig-holstein,code01,145.1
2015,"per 100,000 inhabitants",dangerous and serious bodily injury,schleswig-holstein,code01,137.52
2016,"per 100,000 inhabitants",dangerous and serious bodily injury,schleswig-holstein,code01,153.985
2017,"per 100,000 inhabitants",dangerous and serious bodily injury,schleswig-holstein,code01,146.569
2018,"per 100,000 inhabitants",dangerous and serious bodily injury,schleswig-holstein,code01,152.605
2019,"per 100,000 inhabitants",dangerous and serious bodily injury,schleswig-holstein,code01,148.651
2020,"per 100,000 inhabitants",dangerous and serious bodily injury,schleswig-holstein,code01,140.128
2021,"per 100,000 inhabitants",dangerous and serious bodily injury,schleswig-holstein,code01,128.106
2022,"per 100,000 inhabitants",dangerous and serious bodily injury,schleswig-holstein,code01,147.399
2023,"per 100,000 inhabitants",dangerous and serious bodily injury,schleswig-holstein,code01,156.030434061227
2010,"per 100,000 inhabitants",dangerous and serious bodily injury,thuringia,code16,147.412
2011,"per 100,000 inhabitants",dangerous and serious bodily injury,thuringia,code16,135.651
2012,"per 100,000 inhabitants",dangerous and serious bodily injury,thuringia,code16,142.464
2013,"per 100,000 inhabitants",dangerous and serious bodily injury,thuringia,code16,144.9
2014,"per 100,000 inhabitants",dangerous and serious bodily injury,thuringia,code16,136.0
2015,"per 100,000 inhabitants",dangerous and serious bodily injury,thuringia,code16,128.109
2016,"per 100,000 inhabitants",dangerous and serious bodily injury,thuringia,code16,164.784
2017,"per 100,000 inhabitants",dangerous and serious bodily injury,thuringia,code16,161.9
2018,"per 100,000 inhabitants",dangerous and serious bodily injury,thuringia,code16,162.792
2019,"per 100,000 inhabitants",dangerous and serious bodily injury,thuringia,code16,139.841
2020,"per 100,000 inhabitants",dangerous and serious bodily injury,thuringia,code16,151.028
2021,"per 100,000 inhabitants",dangerous and serious bodily injury,thuringia,code16,138.428
2022,"per 100,000 inhabitants",dangerous and serious bodily injury,thuringia,code16,155.25
2023,"per 100,000 inhabitants",dangerous and serious bodily injury,thuringia,code16,166.584698657072
2010,"per 100,000 inhabitants",fraud,baden-wuerttemberg,code08,996.529
2011,"per 100,000 inhabitants",fraud,baden-wuerttemberg,code08,943.455
2012,"per 100,000 inhabitants",fraud,baden-wuerttemberg,code08,908.267
2013,"per 100,000 inhabitants",fraud,baden-wuerttemberg,code08,914.7
2014,"per 100,000 inhabitants",fraud,baden-wuerttemberg,code08,948.7
2015,"per 100,000 inhabitants",fraud,baden-wuerttemberg,code08,953.022
2016,"per 100,000 inhabitants",fraud,baden-wuerttemberg,code08,820.056
2017,"per 100,000 inhabitants",fraud,baden-wuerttemberg,code08,812.554
2018,"per 100,000 inhabitants",fraud,baden-wuerttemberg,code08,840.41
2019,"per 100,000 inhabitants",fraud,baden-wuerttemberg,code08,953.979
2020,"per 100,000 inhabitants",fraud,baden-wuerttemberg,code08,822.89
2021,"per 100,000 inhabitants",fraud,baden-wuerttemberg,code08,742.517
2022,"per 100,000 inhabitants",fraud,baden-wuerttemberg,code08,673.019
2023,"per 100,000 inhabitants",fraud,baden-wuerttemberg,code08,737.172920794269
2010,"per 100,000 inhabitants",fraud,bavaria,code09,719.686
2011,"per 100,000 inhabitants",fraud,bavaria,code09,699.04
2012,"per 100,000 inhabitants",fraud,bavaria,code09,683.569
2013,"per 100,000 inhabitants",fraud,bavaria,code09,708.7
2014,"per 100,000 inhabitants",fraud,bavaria,code09,714.6
2015,"per 100,000 inhabitants",fraud,bavaria,code09,763.846
2016,"per 100,000 inhabitants",fraud,bavaria,code09,726.81
2017,"per 100,000 inhabitants",fraud,bavaria,code09,693.479
2018,"per 100,000 inhabitants",fraud,bavaria,code09,714.407
2019,"per 100,000 inhabitants",fraud,bavaria,code09,656.319
2020,"per 100,000 inhabitants",fraud,bavaria,code09,662.329
2021,"per 100,000 inhabitants",fraud,bavaria,code09,611.148
2022,"per 100,000 inhabitants",fraud,bavaria,code09,611.225
2023,"per 100,000 inhabitants",fraud,bavaria,code09,622.092566207007
2010,"per 100,000 inhabitants",fraud,berlin,code11,2466.773
2011,"per 100,000 inhabitants",fraud,berlin,code11,2512.669
2012,"per 100,000 inhabitants",fraud,berlin,code11,2421.646
2013,"per 100,000 inhabitants",fraud,berlin,code11,2361.7
2014,"per 100,000 inhabitants",fraud,berlin,code11,3096.7
2015,"per 100,000 inhabitants",fraud,berlin,code11,3050.133
2016,"per 100,000 inhabitants",fraud,berlin,code11,2564.012
2017,"per 100,000 inhabitants",fraud,berlin,code11,2585.605
2018,"per 100,000 inhabitants",fraud,berlin,code11,2352.376
2019,"per 100,000 inhabitants",fraud,berlin,code11,2400.499
2020,"per 100,000 inhabitants",fraud,berlin,code11,2237.477
2021,"per 100,000 inhabitants",fraud,berlin,code11,2397.868
2022,"per 100,000 inhabitants",fraud,berlin,code11,2086.46
2023,"per 100,000 inhabitants",fraud,berlin,code11,1850.39561936073
2010,"per 100,000 inhabitants",fraud,brandenburg,code12,1143.626
2011,"per 100,000 inhabitants",fraud,brandenburg,code12,1061.944
2012,"per 100,000 inhabitants",fraud,brandenburg,code12,1111.333
2013,"per 100,000 inhabitants",fraud,brandenburg,code12,1009.2
2014,"per 100,000 inhabitants",fraud,brandenburg,code12,979.8
2015,"per 100,000 inhabitants",fraud,brandenburg,code12,899.07
2016,"per 100,000 inhabitants",fraud,brandenburg,code12,802.269
2017,"per 100,000 inhabitants",fraud,brandenburg,code12,805.565
2018,"per 100,000 inhabitants",fraud,brandenburg,code12,771.992
2019,"per 100,000 inhabitants",fraud,brandenburg,code12,705.358
2020,"per 100,000 inhabitants",fraud,brandenburg,code12,628.1
2021,"per 100,000 inhabitants",fraud,brandenburg,code12,639.69
2022,"per 100,000 inhabitants",fraud,brandenburg,code12,624.855
2023,"per 100,000 inhabitants",fraud,brandenburg,code12,646.332197883127
2010,"per 100,000 inhabitants",fraud,bremen,code04,2115.606
2011,"per 100,000 inhabitants",fraud,bremen,code04,2100.644
2012,"per 100,000 inhabitants",fraud,bremen,code04,2096.654
2013,"per 100,000 inhabitants",fraud,bremen,code04,2064.1
2014,"per 100,000 inhabitants",fraud,bremen,code04,2061.3
2015,"per 100,000 inhabitants",fraud,bremen,code04,2284.828
2016,"per 100,000 inhabitants",fraud,bremen,code04,2213.29
2017,"per 100,000 inhabitants",fraud,bremen,code04,1838.077
2018,"per 100,000 inhabitants",fraud,bremen,code04,1946.898
2019,"per 100,000 inhabitants",fraud,bremen,code04,1865.338
2020,"per 100,000 inhabitants",fraud,bremen,code04,2104.515
2021,"per 100,000 inhabitants",fraud,bremen,code04,2024.172
2022,"per 100,000 inhabitants",fraud,bremen,code04,2056.727
2023,"per 100,000 inhabitants",fraud,bremen,code04,1727.35024764041
2010,"per 100,000 inhabitants",fraud,hamburg,code02,2068.49
2011,"per 100,000 inhabitants",fraud,hamburg,code02,1968.81
2012,"per 100,000 inhabitants",fraud,hamburg,code02,1852.592
2013,"per 100,000 inhabitants",fraud,hamburg,code02,1970.7
2014,"per 100,000 inhabitants",fraud,hamburg,code02,1735.6
2015,"per 100,000 inhabitants",fraud,hamburg,code02,1768.049
2016,"per 100,000 inhabitants",fraud,hamburg,code02,1692.507
2017,"per 100,000 inhabitants",fraud,hamburg,code02,1798.073
2018,"per 100,000 inhabitants",fraud,hamburg,code02,1812.154
2019,"per 100,000 inhabitants",fraud,hamburg,code02,1663.934
2020,"per 100,000 inhabitants",fraud,hamburg,code02,1502.122
2021,"per 100,000 inhabitants",fraud,hamburg,code02,1370.597
2022,"per 100,000 inhabitants",fraud,hamburg,code02,1607.715
2023,"per 100,000 inhabitants",fraud,hamburg,code02,1609.09285976274
2010,"per 100,000 inhabitants",fraud,hesse,code06,1322.437
2011,"per 100,000 inhabitants",fraud,hesse,code06,1267.814
2012,"per 100,000 inhabitants",fraud,hesse,code06,1273.939
2013,"per 100,000 inhabitants",fraud,hesse,code06,1154.2
2014,"per 100,000 inhabitants",fraud,hesse,code06,1135.0
2015,"per 100,000 inhabitants",fraud,hesse,code06,1189.208
2016,"per 100,000 inhabitants",fraud,hesse,code06,1155.878
2017,"per 100,000 inhabitants",fraud,hesse,code06,1090.376
2018,"per 100,000 inhabitants",fraud,hesse,code06,1203.169
2019,"per 100,000 inhabitants",fraud,hesse,code06,1192.839
2020,"per 100,000 inhabitants",fraud,hesse,code06,1002.643
2021,"per 100,000 inhabitants",fraud,hesse,code06,969.832
2022,"per 100,000 inhabitants",fraud,hesse,code06,871.499
2023,"per 100,000 inhabitants",fraud,hesse,code06,855.154458519001
2010,"per 100,000 inhabitants",fraud,mecklenburg western pomerania,code13,1373.256
2011,"per 100,000 inhabitants",fraud,mecklenburg western pomerania,code13,1256.015
2012,"per 100,000 inhabitants",fraud,mecklenburg western pomerania,code13,1155.58
2013,"per 100,000 inhabitants",fraud,mecklenburg western pomerania,code13,1101.0
2014,"per 100,000 inhabitants",fraud,mecklenburg western pomerania,code13,1074.3
2015,"per 100,000 inhabitants",fraud,mecklenburg western pomerania,code13,1002.353
2016,"per 100,000 inhabitants",fraud,mecklenburg western pomerania,code13,1130.143
2017,"per 100,000 inhabitants",fraud,mecklenburg western pomerania,code13,1054.9
2018,"per 100,000 inhabitants",fraud,mecklenburg western pomerania,code13,1065.843
2019,"per 100,000 inhabitants",fraud,mecklenburg western pomerania,code13,1050.523
2020,"per 100,000 inhabitants",fraud,mecklenburg western pomerania,code13,997.24
2021,"per 100,000 inhabitants",fraud,mecklenburg western pomerania,code13,949.419
2022,"per 100,000 inhabitants",fraud,mecklenburg western pomerania,code13,681.559
2023,"per 100,000 inhabitants",fraud,mecklenburg western pomerania,code13,630.811764835929
2010,"per 100,000 inhabitants",fraud,lower saxony,code03,1403.771
2011,"per 100,000 inhabitants",fraud,lower saxony,code03,1033.588
2012,"per 100,000 inhabitants",fraud,lower saxony,code03,1102.46
2013,"per 100,000 inhabitants",fraud,lower saxony,code03,1132.8
2014,"per 100,000 inhabitants",fraud,lower saxony,code03,1151.9
2015,"per 100,000 inhabitants",fraud,lower saxony,code03,1175.611
2016,"per 100,000 inhabitants",fraud,lower saxony,code03,1142.23
2017,"per 100,000 inhabitants",fraud,lower saxony,code03,1071.462
2018,"per 100,000 inhabitants",fraud,lower saxony,code03,970.29
2019,"per 100,000 inhabitants",fraud,lower saxony,code03,1003.063
2020,"per 100,000 inhabitants",fraud,lower saxony,code03,1041.432
2021,"per 100,000 inhabitants",fraud,lower saxony,code03,991.551
2022,"per 100,000 inhabitants",fraud,lower saxony,code03,971.43
2023,"per 100,000 inhabitants",fraud,lower saxony,code03,913.510925105175
2010,"per 100,000 inhabitants",fraud,north rhine-westphalia,code05,1216.348
2011,"per 100,000 inhabitants",fraud,north rhine-westphalia,code05,1349.828
2012,"per 100,000 inhabitants",fraud,north rhine-westphalia,code05,1504.679
2013,"per 100,000 inhabitants",fraud,north rhine-westphalia,code05,1401.6
2014,"per 100,000 inhabitants",fraud,north rhine-westphalia,code05,1441.7
2015,"per 100,000 inhabitants",fraud,north rhine-westphalia,code05,1402.368
2016,"per 100,000 inhabitants",fraud,north rhine-westphalia,code05,1269.031
2017,"per 100,000 inhabitants",fraud,north rhine-westphalia,code05,1277.192
2018,"per 100,000 inhabitants",fraud,north rhine-westphalia,code05,1078.023
2019,"per 100,000 inhabitants",fraud,north rhine-westphalia,code05,1020.368
2020,"per 100,000 inhabitants",fraud,north rhine-westphalia,code05,1070.01
2021,"per 100,000 inhabitants",fraud,north rhine-westphalia,code05,1087.709
2022,"per 100,000 inhabitants",fraud,north rhine-westphalia,code05,1118.151
2023,"per 100,000 inhabitants",fraud,north rhine-westphalia,code05,999.194227546701
2010,"per 100,000 inhabitants",fraud,rhineland palatinate,code07,1192.163
2011,"per 100,000 inhabitants",fraud,rhineland palatinate,code07,1055.234
2012,"per 100,000 inhabitants",fraud,rhineland palatinate,code07,1055.079
2013,"per 100,000 inhabitants",fraud,rhineland palatinate,code07,1078.1
2014,"per 100,000 inhabitants",fraud,rhineland palatinate,code07,995.3
2015,"per 100,000 inhabitants",fraud,rhineland palatinate,code07,1022.44
2016,"per 100,000 inhabitants",fraud,rhineland palatinate,code07,924.767
2017,"per 100,000 inhabitants",fraud,rhineland palatinate,code07,913.539
2018,"per 100,000 inhabitants",fraud,rhineland palatinate,code07,838.603
2019,"per 100,000 inhabitants",fraud,rhineland palatinate,code07,810.019
2020,"per 100,000 inhabitants",fraud,rhineland palatinate,code07,703.632
2021,"per 100,000 inhabitants",fraud,rhineland palatinate,code07,681.926
2022,"per 100,000 inhabitants",fraud,rhineland palatinate,code07,662.951
2023,"per 100,000 inhabitants",fraud,rhineland palatinate,code07,733.202697666591
2010,"per 100,000 inhabitants",fraud,saarland,code10,1046.274
2011,"per 100,000 inhabitants",fraud,saarland,code10,986.546
2012,"per 100,000 inhabitants",fraud,saarland,code10,1040.732
2013,"per 100,000 inhabitants",fraud,saarland,code10,1063.1
2014,"per 100,000 inhabitants",fraud,saarland,code10,1104.6
2015,"per 100,000 inhabitants",fraud,saarland,code10,1156.885
2016,"per 100,000 inhabitants",fraud,saarland,code10,1067.601
2017,"per 100,000 inhabitants",fraud,saarland,code10,1053.428
2018,"per 100,000 inhabitants",fraud,saarland,code10,1141.435
2019,"per 100,000 inhabitants",fraud,saarland,code10,1338.201
2020,"per 100,000 inhabitants",fraud,saarland,code10,1060.608
2021,"per 100,000 inhabitants",fraud,saarland,code10,779.275
2022,"per 100,000 inhabitants",fraud,saarland,code10,772.435
2023,"per 100,000 inhabitants",fraud,saarland,code10,780.020671605555
2010,"per 100,000 inhabitants",fraud,saxony,code14,1280.54
2011,"per 100,000 inhabitants",fraud,saxony,code14,1296.352
2012,"per 100,000 inhabitants",fraud,saxony,code14,1326.679
2013,"per 100,000 inhabitants",fraud,saxony,code14,1279.6
2014,"per 100,000 inhabitants",fraud,saxony,code14,1305.0
2015,"per 100,000 inhabitants",fraud,saxony,code14,1123.697
2016,"per 100,000 inhabitants",fraud,saxony,code14,1054.8
2017,"per 100,000 inhabitants",fraud,saxony,code14,1562.748
2018,"per 100,000 inhabitants",fraud,saxony,code14,824.662
2019,"per 100,000 inhabitants",fraud,saxony,code14,751.556
2020,"per 100,000 inhabitants",fraud,saxony,code14,838.881
2021,"per 100,000 inhabitants",fraud,saxony,code14,758.724
2022,"per 100,000 inhabitants",fraud,saxony,code14,752.015
2023,"per 100,000 inhabitants",fraud,saxony,code14,751.318110535291
2010,"per 100,000 inhabitants",fraud,saxony-anhalt,code15,1339.654
2011,"per 100,000 inhabitants",fraud,saxony-anhalt,code15,1216.992
2012,"per 100,000 inhabitants",fraud,saxony-anhalt,code15,1216.039
2013,"per 100,000 inhabitants",fraud,saxony-anhalt,code15,1257.0
2014,"per 100,000 inhabitants",fraud,saxony-anhalt,code15,1230.1
2015,"per 100,000 inhabitants",fraud,saxony-anhalt,code15,1132.474
2016,"per 100,000 inhabitants",fraud,saxony-anhalt,code15,1013.329
2017,"per 100,000 inhabitants",fraud,saxony-anhalt,code15,1076.802
2018,"per 100,000 inhabitants",fraud,saxony-anhalt,code15,1004.552
2019,"per 100,000 inhabitants",fraud,saxony-anhalt,code15,1013.44
2020,"per 100,000 inhabitants",fraud,saxony-anhalt,code15,1075.414
2021,"per 100,000 inhabitants",fraud,saxony-anhalt,code15,1090.254
2022,"per 100,000 inhabitants",fraud,saxony-anhalt,code15,1224.385
2023,"per 100,000 inhabitants",fraud,saxony-anhalt,code15,1362.22510944859
2010,"per 100,000 inhabitants",fraud,schleswig-holstein,code01,912.672
2011,"per 100,000 inhabitants",fraud,schleswig-holstein,code01,906.778
2012,"per 100,000 inhabitants",fraud,schleswig-holstein,code01,809.345
2013,"per 100,000 inhabitants",fraud,schleswig-holstein,code01,795.4
2014,"per 100,000 inhabitants",fraud,schleswig-holstein,code01,759.5
2015,"per 100,000 inhabitants",fraud,schleswig-holstein,code01,721.441
2016,"per 100,000 inhabitants",fraud,schleswig-holstein,code01,692.269
2017,"per 100,000 inhabitants",fraud,schleswig-holstein,code01,693.321
2018,"per 100,000 inhabitants",fraud,schleswig-holstein,code01,672.118
2019,"per 100,000 inhabitants",fraud,schleswig-holstein,code01,682.636
2020,"per 100,000 inhabitants",fraud,schleswig-holstein,code01,652.083
2021,"per 100,000 inhabitants",fraud,schleswig-holstein,code01,940.301
2022,"per 100,000 inhabitants",fraud,schleswig-holstein,code01,1830.319
2023,"per 100,000 inhabitants",fraud,schleswig-holstein,code01,655.849278934876
2010,"per 100,000 inhabitants",fraud,thuringia,code16,1129.931
2011,"per 100,000 inhabitants",fraud,thuringia,code16,1019.886
2012,"per 100,000 inhabitants",fraud,thuringia,code16,1072.56
2013,"per 100,000 inhabitants",fraud,thuringia,code16,1060.0
2014,"per 100,000 inhabitants",fraud,thuringia,code16,1054.2
2015,"per 100,000 inhabitants",fraud,thuringia,code16,992.183
2016,"per 100,000 inhabitants",fraud,thuringia,code16,947.338
2017,"per 100,000 inhabitants",fraud,thuringia,code16,939.611
2018,"per 100,000 inhabitants",fraud,thuringia,code16,973.966
2019,"per 100,000 inhabitants",fraud,thuringia,code16,891.587
2020,"per 100,000 inhabitants",fraud,thuringia,code16,910.95
2021,"per 100,000 inhabitants",fraud,thuringia,code16,917.869
2022,"per 100,000 inhabitants",fraud,thuringia,code16,957.53
2023,"per 100,000 inhabitants",fraud,thuringia,code16,994.007088430474
2010,"per 100,000 inhabitants",domestic burglary,baden-wuerttemberg,code08,74.83
2011,"per 100,000 inhabitants",domestic burglary,baden-wuerttemberg,code08,78.179
2012,"per 100,000 inhabitants",domestic burglary,baden-wuerttemberg,code08,81.541
2013,"per 100,000 inhabitants",domestic burglary,baden-wuerttemberg,code08,106.9
2014,"per 100,000 inhabitants",domestic burglary,baden-wuerttemberg,code08,126.8
2015,"per 100,000 inhabitants",domestic burglary,baden-wuerttemberg,code08,114.355
2016,"per 100,000 inhabitants",domestic burglary,baden-wuerttemberg,code08,101.98
2017,"per 100,000 inhabitants",domestic burglary,baden-wuerttemberg,code08,77.037
2018,"per 100,000 inhabitants",domestic burglary,baden-wuerttemberg,code08,64.644
2019,"per 100,000 inhabitants",domestic burglary,baden-wuerttemberg,code08,57.979
2020,"per 100,000 inhabitants",domestic burglary,baden-wuerttemberg,code08,42.305
2021,"per 100,000 inhabitants",domestic burglary,baden-wuerttemberg,code08,29.704
2022,"per 100,000 inhabitants",domestic burglary,baden-wuerttemberg,code08,40.523
2023,"per 100,000 inhabitants",domestic burglary,baden-wuerttemberg,code08,46.1337006772097
2010,"per 100,000 inhabitants",domestic burglary,bavaria,code09,36.159
2011,"per 100,000 inhabitants",domestic burglary,bavaria,code09,42.29
2012,"per 100,000 inhabitants",domestic burglary,bavaria,code09,45.88
2013,"per 100,000 inhabitants",domestic burglary,bavaria,code09,51.0
2014,"per 100,000 inhabitants",domestic burglary,bavaria,code09,65.1
2015,"per 100,000 inhabitants",domestic burglary,bavaria,code09,58.937
2016,"per 100,000 inhabitants",domestic burglary,bavaria,code09,58.162
2017,"per 100,000 inhabitants",domestic burglary,bavaria,code09,46.749
2018,"per 100,000 inhabitants",domestic burglary,bavaria,code09,40.309
2019,"per 100,000 inhabitants",domestic burglary,bavaria,code09,33.204
