Year,Units,Bundesland,Kreis,GeoCode,Value
2012,1 000 eur,,heilbronn,code08125,44.3
2013,1 000 eur,,heilbronn,code08125,46.1
2014,1 000 eur,,heilbronn,code08125,47.3
2015,1 000 eur,,heilbronn,code08125,48.5
2016,1 000 eur,,heilbronn,code08125,47.7
2017,1 000 eur,,heilbronn,code08125,49.8
2000,1 000 eur,,hohenlohekreis,code08126,29.3
2001,1 000 eur,,hohenlohekreis,code08126,29.9
2002,1 000 eur,,hohenlohekreis,code08126,29.9
2003,1 000 eur,,hohenlohekreis,code08126,29.8
2004,1 000 eur,,hohenlohekreis,code08126,30.7
2005,1 000 eur,,hohenlohekreis,code08126,31.7
2006,1 000 eur,,hohenlohekreis,code08126,33.8
2007,1 000 eur,,hohenlohekreis,code08126,36.2
2008,1 000 eur,,hohenlohekreis,code08126,36.6
2009,1 000 eur,,hohenlohekreis,code08126,35.0
2010,1 000 eur,,hohenlohekreis,code08126,37.2
2011,1 000 eur,,hohenlohekreis,code08126,40.4
2012,1 000 eur,,hohenlohekreis,code08126,42.0
2013,1 000 eur,,hohenlohekreis,code08126,42.5
2014,1 000 eur,,hohenlohekreis,code08126,44.5
2015,1 000 eur,,hohenlohekreis,code08126,45.6
2016,1 000 eur,,hohenlohekreis,code08126,47.6
2017,1 000 eur,,hohenlohekreis,code08126,49.7
2000,1 000 eur,,schwäbisch hall,code08127,25.0
2001,1 000 eur,,schwäbisch hall,code08127,25.0
2002,1 000 eur,,schwäbisch hall,code08127,25.9
2003,1 000 eur,,schwäbisch hall,code08127,25.1
2004,1 000 eur,,schwäbisch hall,code08127,26.0
2005,1 000 eur,,schwäbisch hall,code08127,27.5
2006,1 000 eur,,schwäbisch hall,code08127,28.9
2007,1 000 eur,,schwäbisch hall,code08127,30.9
2008,1 000 eur,,schwäbisch hall,code08127,32.2
2009,1 000 eur,,schwäbisch hall,code08127,31.4
2010,1 000 eur,,schwäbisch hall,code08127,32.9
2011,1 000 eur,,schwäbisch hall,code08127,33.8
2012,1 000 eur,,schwäbisch hall,code08127,35.2
2013,1 000 eur,,schwäbisch hall,code08127,36.2
2014,1 000 eur,,schwäbisch hall,code08127,37.5
2015,1 000 eur,,schwäbisch hall,code08127,38.8
2016,1 000 eur,,schwäbisch hall,code08127,39.8
2017,1 000 eur,,schwäbisch hall,code08127,40.7
2000,1 000 eur,,main-tauber-kreis,code08128,25.8
2001,1 000 eur,,main-tauber-kreis,code08128,25.4
2002,1 000 eur,,main-tauber-kreis,code08128,25.6
2003,1 000 eur,,main-tauber-kreis,code08128,26.0
2004,1 000 eur,,main-tauber-kreis,code08128,26.7
2005,1 000 eur,,main-tauber-kreis,code08128,27.8
2006,1 000 eur,,main-tauber-kreis,code08128,29.0
2007,1 000 eur,,main-tauber-kreis,code08128,29.8
2008,1 000 eur,,main-tauber-kreis,code08128,31.0
2009,1 000 eur,,main-tauber-kreis,code08128,29.5
2010,1 000 eur,,main-tauber-kreis,code08128,32.2
2011,1 000 eur,,main-tauber-kreis,code08128,33.5
2012,1 000 eur,,main-tauber-kreis,code08128,33.6
2013,1 000 eur,,main-tauber-kreis,code08128,33.7
2014,1 000 eur,,main-tauber-kreis,code08128,34.0
2015,1 000 eur,,main-tauber-kreis,code08128,35.5
2016,1 000 eur,,main-tauber-kreis,code08128,35.4
2017,1 000 eur,,main-tauber-kreis,code08128,37.4
2000,1 000 eur,,heidenheim,code08135,27.2
2001,1 000 eur,,heidenheim,code08135,27.6
2002,1 000 eur,,heidenheim,code08135,26.8
2003,1 000 eur,,heidenheim,code08135,26.4
2004,1 000 eur,,heidenheim,code08135,27.3
2005,1 000 eur,,heidenheim,code08135,27.5
2006,1 000 eur,,heidenheim,code08135,28.9
2007,1 000 eur,,heidenheim,code08135,30.3
2008,1 000 eur,,heidenheim,code08135,30.5
2009,1 000 eur,,heidenheim,code08135,31.2
2010,1 000 eur,,heidenheim,code08135,30.9
2011,1 000 eur,,heidenheim,code08135,32.5
2012,1 000 eur,,heidenheim,code08135,32.6
2013,1 000 eur,,heidenheim,code08135,30.6
2014,1 000 eur,,heidenheim,code08135,31.3
2015,1 000 eur,,heidenheim,code08135,33.2
2016,1 000 eur,,heidenheim,code08135,34.3
2017,1 000 eur,,heidenheim,code08135,36.1
2000,1 000 eur,,ostalbkreis,code08136,24.4
2001,1 000 eur,,ostalbkreis,code08136,25.3
2002,1 000 eur,,ostalbkreis,code08136,24.5
2003,1 000 eur,,ostalbkreis,code08136,26.0
2004,1 000 eur,,ostalbkreis,code08136,26.7
2005,1 000 eur,,ostalbkreis,code08136,27.9
2006,1 000 eur,,ostalbkreis,code08136,29.3
2007,1 000 eur,,ostalbkreis,code08136,32.2
2008,1 000 eur,,ostalbkreis,code08136,31.7
2009,1 000 eur,,ostalbkreis,code08136,28.4
2010,1 000 eur,,ostalbkreis,code08136,32.6
2011,1 000 eur,,ostalbkreis,code08136,35.7
2012,1 000 eur,,ostalbkreis,code08136,36.8
2013,1 000 eur,,ostalbkreis,code08136,37.6
2014,1 000 eur,,ostalbkreis,code08136,39.8
2015,1 000 eur,,ostalbkreis,code08136,40.0
2016,1 000 eur,,ostalbkreis,code08136,40.6
2017,1 000 eur,,ostalbkreis,code08136,43.0
2000,1 000 eur,,"baden-baden, stadt",code08211,36.1
2001,1 000 eur,,"baden-baden, stadt",code08211,37.1
2002,1 000 eur,,"baden-baden, stadt",code08211,37.9
2003,1 000 eur,,"baden-baden, stadt",code08211,39.1
2004,1 000 eur,,"baden-baden, stadt",code08211,40.1
2005,1 000 eur,,"baden-baden, stadt",code08211,40.1
2006,1 000 eur,,"baden-baden, stadt",code08211,41.3
2007,1 000 eur,,"baden-baden, stadt",code08211,43.5
2008,1 000 eur,,"baden-baden, stadt",code08211,45.7
2009,1 000 eur,,"baden-baden, stadt",code08211,45.8
2010,1 000 eur,,"baden-baden, stadt",code08211,46.8
2011,1 000 eur,,"baden-baden, stadt",code08211,48.3
2012,1 000 eur,,"baden-baden, stadt",code08211,50.5
2013,1 000 eur,,"baden-baden, stadt",code08211,49.1
2014,1 000 eur,,"baden-baden, stadt",code08211,51.8
2015,1 000 eur,,"baden-baden, stadt",code08211,51.8
2016,1 000 eur,,"baden-baden, stadt",code08211,52.3
2017,1 000 eur,,"baden-baden, stadt",code08211,52.5
2000,1 000 eur,,"karlsruhe, stadt",code08212,47.0
2001,1 000 eur,,"karlsruhe, stadt",code08212,48.7
2002,1 000 eur,,"karlsruhe, stadt",code08212,48.0
2003,1 000 eur,,"karlsruhe, stadt",code08212,47.9
2004,1 000 eur,,"karlsruhe, stadt",code08212,50.9
2005,1 000 eur,,"karlsruhe, stadt",code08212,51.3
2006,1 000 eur,,"karlsruhe, stadt",code08212,54.5
2007,1 000 eur,,"karlsruhe, stadt",code08212,56.0
2008,1 000 eur,,"karlsruhe, stadt",code08212,54.9
2009,1 000 eur,,"karlsruhe, stadt",code08212,54.9
2010,1 000 eur,,"karlsruhe, stadt",code08212,56.8
2011,1 000 eur,,"karlsruhe, stadt",code08212,57.3
2012,1 000 eur,,"karlsruhe, stadt",code08212,58.1
2013,1 000 eur,,"karlsruhe, stadt",code08212,58.1
2014,1 000 eur,,"karlsruhe, stadt",code08212,59.2
2015,1 000 eur,,"karlsruhe, stadt",code08212,61.9
2016,1 000 eur,,"karlsruhe, stadt",code08212,61.5
2017,1 000 eur,,"karlsruhe, stadt",code08212,62.6
2000,1 000 eur,,karlsruhe,code08215,24.6
2001,1 000 eur,,karlsruhe,code08215,25.2
2002,1 000 eur,,karlsruhe,code08215,25.7
2003,1 000 eur,,karlsruhe,code08215,24.9
2004,1 000 eur,,karlsruhe,code08215,24.9
2005,1 000 eur,,karlsruhe,code08215,25.9
2006,1 000 eur,,karlsruhe,code08215,27.9
2007,1 000 eur,,karlsruhe,code08215,29.8
2008,1 000 eur,,karlsruhe,code08215,32.2
2009,1 000 eur,,karlsruhe,code08215,29.9
2010,1 000 eur,,karlsruhe,code08215,31.4
2011,1 000 eur,,karlsruhe,code08215,32.8
2012,1 000 eur,,karlsruhe,code08215,32.9
2013,1 000 eur,,karlsruhe,code08215,32.6
2014,1 000 eur,,karlsruhe,code08215,33.0
2015,1 000 eur,,karlsruhe,code08215,35.3
2016,1 000 eur,,karlsruhe,code08215,35.7
2017,1 000 eur,,karlsruhe,code08215,37.2
2000,1 000 eur,,rastatt,code08216,26.7
2001,1 000 eur,,rastatt,code08216,29.2
2002,1 000 eur,,rastatt,code08216,28.9
2003,1 000 eur,,rastatt,code08216,30.1
2004,1 000 eur,,rastatt,code08216,31.0
2005,1 000 eur,,rastatt,code08216,31.6
2006,1 000 eur,,rastatt,code08216,33.2
2007,1 000 eur,,rastatt,code08216,34.8
2008,1 000 eur,,rastatt,code08216,34.4
2009,1 000 eur,,rastatt,code08216,29.5
2010,1 000 eur,,rastatt,code08216,35.3
2011,1 000 eur,,rastatt,code08216,37.7
2012,1 000 eur,,rastatt,code08216,36.8
2013,1 000 eur,,rastatt,code08216,36.9
2014,1 000 eur,,rastatt,code08216,38.8
2015,1 000 eur,,rastatt,code08216,40.6
2016,1 000 eur,,rastatt,code08216,42.2
2017,1 000 eur,,rastatt,code08216,43.3
2000,1 000 eur,,"heidelberg, stadt",code08221,41.9
2001,1 000 eur,,"heidelberg, stadt",code08221,42.8
2002,1 000 eur,,"heidelberg, stadt",code08221,42.9
2003,1 000 eur,,"heidelberg, stadt",code08221,42.2
2004,1 000 eur,,"heidelberg, stadt",code08221,41.0
2005,1 000 eur,,"heidelberg, stadt",code08221,41.4
2006,1 000 eur,,"heidelberg, stadt",code08221,44.4
2007,1 000 eur,,"heidelberg, stadt",code08221,44.9
2008,1 000 eur,,"heidelberg, stadt",code08221,47.0
2009,1 000 eur,,"heidelberg, stadt",code08221,47.5
2010,1 000 eur,,"heidelberg, stadt",code08221,48.4
2011,1 000 eur,,"heidelberg, stadt",code08221,48.7
2012,1 000 eur,,"heidelberg, stadt",code08221,51.5
2013,1 000 eur,,"heidelberg, stadt",code08221,51.3
2014,1 000 eur,,"heidelberg, stadt",code08221,53.4
2015,1 000 eur,,"heidelberg, stadt",code08221,52.4
2016,1 000 eur,,"heidelberg, stadt",code08221,52.6
2017,1 000 eur,,"heidelberg, stadt",code08221,54.4
2000,1 000 eur,,"mannheim, stadt",code08222,45.5
2001,1 000 eur,,"mannheim, stadt",code08222,47.6
2002,1 000 eur,,"mannheim, stadt",code08222,50.8
2003,1 000 eur,,"mannheim, stadt",code08222,52.4
2004,1 000 eur,,"mannheim, stadt",code08222,51.8
2005,1 000 eur,,"mannheim, stadt",code08222,52.5
2006,1 000 eur,,"mannheim, stadt",code08222,54.0
2007,1 000 eur,,"mannheim, stadt",code08222,55.9
2008,1 000 eur,,"mannheim, stadt",code08222,57.9
2009,1 000 eur,,"mannheim, stadt",code08222,55.6
2010,1 000 eur,,"mannheim, stadt",code08222,56.5
2011,1 000 eur,,"mannheim, stadt",code08222,58.5
2012,1 000 eur,,"mannheim, stadt",code08222,58.2
2013,1 000 eur,,"mannheim, stadt",code08222,60.2
2014,1 000 eur,,"mannheim, stadt",code08222,60.2
2015,1 000 eur,,"mannheim, stadt",code08222,62.4
2016,1 000 eur,,"mannheim, stadt",code08222,63.3
2017,1 000 eur,,"mannheim, stadt",code08222,65.4
2000,1 000 eur,,neckar-odenwald-kreis,code08225,21.1
2001,1 000 eur,,neckar-odenwald-kreis,code08225,22.1
2002,1 000 eur,,neckar-odenwald-kreis,code08225,22.2
2003,1 000 eur,,neckar-odenwald-kreis,code08225,21.9
2004,1 000 eur,,neckar-odenwald-kreis,code08225,21.8
2005,1 000 eur,,neckar-odenwald-kreis,code08225,22.0
2006,1 000 eur,,neckar-odenwald-kreis,code08225,22.9
2007,1 000 eur,,neckar-odenwald-kreis,code08225,24.7
2008,1 000 eur,,neckar-odenwald-kreis,code08225,25.3
2009,1 000 eur,,neckar-odenwald-kreis,code08225,23.8
2010,1 000 eur,,neckar-odenwald-kreis,code08225,25.7
2011,1 000 eur,,neckar-odenwald-kreis,code08225,27.1
2012,1 000 eur,,neckar-odenwald-kreis,code08225,28.0
2013,1 000 eur,,neckar-odenwald-kreis,code08225,29.2
2014,1 000 eur,,neckar-odenwald-kreis,code08225,29.3
2015,1 000 eur,,neckar-odenwald-kreis,code08225,30.1
2016,1 000 eur,,neckar-odenwald-kreis,code08225,30.4
2017,1 000 eur,,neckar-odenwald-kreis,code08225,31.7
2000,1 000 eur,,rhein-neckar-kreis,code08226,22.9
2001,1 000 eur,,rhein-neckar-kreis,code08226,24.4
2002,1 000 eur,,rhein-neckar-kreis,code08226,24.8
2003,1 000 eur,,rhein-neckar-kreis,code08226,24.1
2004,1 000 eur,,rhein-neckar-kreis,code08226,24.3
2005,1 000 eur,,rhein-neckar-kreis,code08226,25.3
2006,1 000 eur,,rhein-neckar-kreis,code08226,26.5
2007,1 000 eur,,rhein-neckar-kreis,code08226,28.2
2008,1 000 eur,,rhein-neckar-kreis,code08226,28.9
2009,1 000 eur,,rhein-neckar-kreis,code08226,28.2
2010,1 000 eur,,rhein-neckar-kreis,code08226,29.5
2011,1 000 eur,,rhein-neckar-kreis,code08226,30.9
2012,1 000 eur,,rhein-neckar-kreis,code08226,29.7
2013,1 000 eur,,rhein-neckar-kreis,code08226,30.5
2014,1 000 eur,,rhein-neckar-kreis,code08226,31.0
2015,1 000 eur,,rhein-neckar-kreis,code08226,31.9
2016,1 000 eur,,rhein-neckar-kreis,code08226,32.8
2017,1 000 eur,,rhein-neckar-kreis,code08226,33.9
2000,1 000 eur,,"pforzheim, stadt",code08231,30.7
2001,1 000 eur,,"pforzheim, stadt",code08231,31.0
2002,1 000 eur,,"pforzheim, stadt",code08231,30.5
2003,1 000 eur,,"pforzheim, stadt",code08231,30.3
2004,1 000 eur,,"pforzheim, stadt",code08231,31.3
2005,1 000 eur,,"pforzheim, stadt",code08231,32.3
2006,1 000 eur,,"pforzheim, stadt",code08231,33.8
2007,1 000 eur,,"pforzheim, stadt",code08231,35.1
2008,1 000 eur,,"pforzheim, stadt",code08231,35.8
2009,1 000 eur,,"pforzheim, stadt",code08231,34.3
2010,1 000 eur,,"pforzheim, stadt",code08231,38.4
2011,1 000 eur,,"pforzheim, stadt",code08231,39.1
2012,1 000 eur,,"pforzheim, stadt",code08231,41.4
2013,1 000 eur,,"pforzheim, stadt",code08231,43.3
2014,1 000 eur,,"pforzheim, stadt",code08231,41.7
2015,1 000 eur,,"pforzheim, stadt",code08231,41.1
2016,1 000 eur,,"pforzheim, stadt",code08231,40.5
2017,1 000 eur,,"pforzheim, stadt",code08231,41.3
2000,1 000 eur,,calw,code08235,19.5
2001,1 000 eur,,calw,code08235,19.5
2002,1 000 eur,,calw,code08235,19.6
2003,1 000 eur,,calw,code08235,19.9
2004,1 000 eur,,calw,code08235,20.3
2005,1 000 eur,,calw,code08235,21.1
2006,1 000 eur,,calw,code08235,22.1
2007,1 000 eur,,calw,code08235,22.9
2008,1 000 eur,,calw,code08235,23.3
2009,1 000 eur,,calw,code08235,22.0
2010,1 000 eur,,calw,code08235,23.5
2011,1 000 eur,,calw,code08235,25.3
2012,1 000 eur,,calw,code08235,26.4
2013,1 000 eur,,calw,code08235,26.1
2014,1 000 eur,,calw,code08235,26.8
2015,1 000 eur,,calw,code08235,27.1
2016,1 000 eur,,calw,code08235,27.9
2017,1 000 eur,,calw,code08235,28.8
2000,1 000 eur,,enzkreis,code08236,20.5
2001,1 000 eur,,enzkreis,code08236,20.6
2002,1 000 eur,,enzkreis,code08236,21.0
2003,1 000 eur,,enzkreis,code08236,21.2
2004,1 000 eur,,enzkreis,code08236,22.0
2005,1 000 eur,,enzkreis,code08236,23.0
2006,1 000 eur,,enzkreis,code08236,23.6
2007,1 000 eur,,enzkreis,code08236,24.2
2008,1 000 eur,,enzkreis,code08236,24.1
2009,1 000 eur,,enzkreis,code08236,21.4
2010,1 000 eur,,enzkreis,code08236,23.6
2011,1 000 eur,,enzkreis,code08236,25.8
2012,1 000 eur,,enzkreis,code08236,25.9
2013,1 000 eur,,enzkreis,code08236,26.0
2014,1 000 eur,,enzkreis,code08236,27.4
2015,1 000 eur,,enzkreis,code08236,28.8
2016,1 000 eur,,enzkreis,code08236,29.3
2017,1 000 eur,,enzkreis,code08236,30.4
2000,1 000 eur,,freudenstadt,code08237,25.5
2001,1 000 eur,,freudenstadt,code08237,25.0
2002,1 000 eur,,freudenstadt,code08237,24.5
2003,1 000 eur,,freudenstadt,code08237,24.6
2004,1 000 eur,,freudenstadt,code08237,24.7
2005,1 000 eur,,freudenstadt,code08237,25.8
2006,1 000 eur,,freudenstadt,code08237,28.5
2007,1 000 eur,,freudenstadt,code08237,30.5
2008,1 000 eur,,freudenstadt,code08237,31.5
2009,1 000 eur,,freudenstadt,code08237,27.2
2010,1 000 eur,,freudenstadt,code08237,31.4
2011,1 000 eur,,freudenstadt,code08237,33.3
2012,1 000 eur,,freudenstadt,code08237,33.0
2013,1 000 eur,,freudenstadt,code08237,33.4
2014,1 000 eur,,freudenstadt,code08237,35.4
2015,1 000 eur,,freudenstadt,code08237,36.4
2016,1 000 eur,,freudenstadt,code08237,37.7
2017,1 000 eur,,freudenstadt,code08237,39.7
2000,1 000 eur,,"freiburg im breisgau, stadt",code08311,36.5
2001,1 000 eur,,"freiburg im breisgau, stadt",code08311,37.2
2002,1 000 eur,,"freiburg im breisgau, stadt",code08311,40.1
2003,1 000 eur,,"freiburg im breisgau, stadt",code08311,38.3
2004,1 000 eur,,"freiburg im breisgau, stadt",code08311,38.2
2005,1 000 eur,,"freiburg im breisgau, stadt",code08311,39.0
2006,1 000 eur,,"freiburg im breisgau, stadt",code08311,39.8
2007,1 000 eur,,"freiburg im breisgau, stadt",code08311,41.5
2008,1 000 eur,,"freiburg im breisgau, stadt",code08311,41.8
2009,1 000 eur,,"freiburg im breisgau, stadt",code08311,42.5
2010,1 000 eur,,"freiburg im breisgau, stadt",code08311,44.0
2011,1 000 eur,,"freiburg im breisgau, stadt",code08311,45.0
2012,1 000 eur,,"freiburg im breisgau, stadt",code08311,44.8
2013,1 000 eur,,"freiburg im breisgau, stadt",code08311,46.0
2014,1 000 eur,,"freiburg im breisgau, stadt",code08311,47.7
2015,1 000 eur,,"freiburg im breisgau, stadt",code08311,48.3
2016,1 000 eur,,"freiburg im breisgau, stadt",code08311,49.3
2017,1 000 eur,,"freiburg im breisgau, stadt",code08311,50.7
2000,1 000 eur,,breisgau-hochschwarzwald,code08315,19.8
2001,1 000 eur,,breisgau-hochschwarzwald,code08315,20.6
2002,1 000 eur,,breisgau-hochschwarzwald,code08315,20.2
2003,1 000 eur,,breisgau-hochschwarzwald,code08315,20.5
2004,1 000 eur,,breisgau-hochschwarzwald,code08315,20.5
2005,1 000 eur,,breisgau-hochschwarzwald,code08315,20.5
2006,1 000 eur,,breisgau-hochschwarzwald,code08315,21.6
2007,1 000 eur,,breisgau-hochschwarzwald,code08315,22.5
2008,1 000 eur,,breisgau-hochschwarzwald,code08315,23.1
2009,1 000 eur,,breisgau-hochschwarzwald,code08315,21.9
2010,1 000 eur,,breisgau-hochschwarzwald,code08315,23.6
2011,1 000 eur,,breisgau-hochschwarzwald,code08315,25.1
2012,1 000 eur,,breisgau-hochschwarzwald,code08315,25.7
2013,1 000 eur,,breisgau-hochschwarzwald,code08315,26.7
2014,1 000 eur,,breisgau-hochschwarzwald,code08315,28.0
2015,1 000 eur,,breisgau-hochschwarzwald,code08315,28.4
2016,1 000 eur,,breisgau-hochschwarzwald,code08315,29.1
2017,1 000 eur,,breisgau-hochschwarzwald,code08315,29.7
2000,1 000 eur,,emmendingen,code08316,20.7
2001,1 000 eur,,emmendingen,code08316,20.6
2002,1 000 eur,,emmendingen,code08316,20.3
2003,1 000 eur,,emmendingen,code08316,20.0
2004,1 000 eur,,emmendingen,code08316,20.7
2005,1 000 eur,,emmendingen,code08316,20.9
2006,1 000 eur,,emmendingen,code08316,21.8
2007,1 000 eur,,emmendingen,code08316,22.8
2008,1 000 eur,,emmendingen,code08316,24.0
2009,1 000 eur,,emmendingen,code08316,22.1
2010,1 000 eur,,emmendingen,code08316,23.9
2011,1 000 eur,,emmendingen,code08316,25.4
2012,1 000 eur,,emmendingen,code08316,25.8
2013,1 000 eur,,emmendingen,code08316,26.7
2014,1 000 eur,,emmendingen,code08316,28.2
2015,1 000 eur,,emmendingen,code08316,30.0
2016,1 000 eur,,emmendingen,code08316,29.9
2017,1 000 eur,,emmendingen,code08316,31.7
2000,1 000 eur,,ortenaukreis,code08317,28.0
2001,1 000 eur,,ortenaukreis,code08317,28.5
2002,1 000 eur,,ortenaukreis,code08317,28.9
2003,1 000 eur,,ortenaukreis,code08317,29.0
2004,1 000 eur,,ortenaukreis,code08317,30.0
2005,1 000 eur,,ortenaukreis,code08317,30.4
2006,1 000 eur,,ortenaukreis,code08317,32.0
2007,1 000 eur,,ortenaukreis,code08317,33.7
2008,1 000 eur,,ortenaukreis,code08317,34.3
2009,1 000 eur,,ortenaukreis,code08317,31.8
2010,1 000 eur,,ortenaukreis,code08317,33.4
2011,1 000 eur,,ortenaukreis,code08317,35.7
2012,1 000 eur,,ortenaukreis,code08317,34.7
2013,1 000 eur,,ortenaukreis,code08317,35.5
2014,1 000 eur,,ortenaukreis,code08317,36.8
2015,1 000 eur,,ortenaukreis,code08317,37.8
2016,1 000 eur,,ortenaukreis,code08317,39.3
2017,1 000 eur,,ortenaukreis,code08317,40.5
2000,1 000 eur,,rottweil,code08325,28.1
2001,1 000 eur,,rottweil,code08325,29.1
2002,1 000 eur,,rottweil,code08325,28.7
2003,1 000 eur,,rottweil,code08325,28.7
2004,1 000 eur,,rottweil,code08325,29.0
2005,1 000 eur,,rottweil,code08325,29.5
2006,1 000 eur,,rottweil,code08325,30.6
2007,1 000 eur,,rottweil,code08325,32.3
2008,1 000 eur,,rottweil,code08325,33.2
2009,1 000 eur,,rottweil,code08325,30.0
2010,1 000 eur,,rottweil,code08325,33.4
2011,1 000 eur,,rottweil,code08325,35.3
2012,1 000 eur,,rottweil,code08325,36.6
2013,1 000 eur,,rottweil,code08325,37.5
2014,1 000 eur,,rottweil,code08325,39.7
2015,1 000 eur,,rottweil,code08325,41.7
2016,1 000 eur,,rottweil,code08325,42.0
2017,1 000 eur,,rottweil,code08325,44.0
2000,1 000 eur,,schwarzwald-baar-kreis,code08326,25.6
2001,1 000 eur,,schwarzwald-baar-kreis,code08326,26.4
2002,1 000 eur,,schwarzwald-baar-kreis,code08326,25.7
2003,1 000 eur,,schwarzwald-baar-kreis,code08326,25.8
2004,1 000 eur,,schwarzwald-baar-kreis,code08326,26.3
2005,1 000 eur,,schwarzwald-baar-kreis,code08326,26.3
2006,1 000 eur,,schwarzwald-baar-kreis,code08326,28.2
2007,1 000 eur,,schwarzwald-baar-kreis,code08326,29.5
2008,1 000 eur,,schwarzwald-baar-kreis,code08326,30.9
2009,1 000 eur,,schwarzwald-baar-kreis,code08326,27.8
2010,1 000 eur,,schwarzwald-baar-kreis,code08326,30.3
2011,1 000 eur,,schwarzwald-baar-kreis,code08326,32.4
2012,1 000 eur,,schwarzwald-baar-kreis,code08326,33.0
2013,1 000 eur,,schwarzwald-baar-kreis,code08326,33.6
2014,1 000 eur,,schwarzwald-baar-kreis,code08326,36.1
2015,1 000 eur,,schwarzwald-baar-kreis,code08326,37.3
2016,1 000 eur,,schwarzwald-baar-kreis,code08326,37.4
2017,1 000 eur,,schwarzwald-baar-kreis,code08326,38.9
2000,1 000 eur,,tuttlingen,code08327,27.5
2001,1 000 eur,,tuttlingen,code08327,27.8
2002,1 000 eur,,tuttlingen,code08327,27.6
2003,1 000 eur,,tuttlingen,code08327,28.1
2004,1 000 eur,,tuttlingen,code08327,29.0
2005,1 000 eur,,tuttlingen,code08327,29.8
2006,1 000 eur,,tuttlingen,code08327,32.8
2007,1 000 eur,,tuttlingen,code08327,34.5
2008,1 000 eur,,tuttlingen,code08327,36.1
2009,1 000 eur,,tuttlingen,code08327,31.8
2010,1 000 eur,,tuttlingen,code08327,36.3
2011,1 000 eur,,tuttlingen,code08327,39.7
2012,1 000 eur,,tuttlingen,code08327,41.2
2013,1 000 eur,,tuttlingen,code08327,41.3
2014,1 000 eur,,tuttlingen,code08327,44.0
2015,1 000 eur,,tuttlingen,code08327,45.0
2016,1 000 eur,,tuttlingen,code08327,46.7
2017,1 000 eur,,tuttlingen,code08327,48.5
2000,1 000 eur,,konstanz,code08335,23.6
2001,1 000 eur,,konstanz,code08335,25.0
2002,1 000 eur,,konstanz,code08335,23.9
2003,1 000 eur,,konstanz,code08335,24.6
2004,1 000 eur,,konstanz,code08335,24.2
2005,1 000 eur,,konstanz,code08335,25.3
2006,1 000 eur,,konstanz,code08335,27.0
2007,1 000 eur,,konstanz,code08335,28.7
2008,1 000 eur,,konstanz,code08335,29.4
2009,1 000 eur,,konstanz,code08335,28.2
2010,1 000 eur,,konstanz,code08335,28.8
2011,1 000 eur,,konstanz,code08335,29.7
2012,1 000 eur,,konstanz,code08335,30.5
2013,1 000 eur,,konstanz,code08335,32.2
2014,1 000 eur,,konstanz,code08335,32.5
2015,1 000 eur,,konstanz,code08335,32.7
2016,1 000 eur,,konstanz,code08335,33.7
2017,1 000 eur,,konstanz,code08335,34.6
2000,1 000 eur,,lörrach,code08336,25.6
2001,1 000 eur,,lörrach,code08336,25.2
2002,1 000 eur,,lörrach,code08336,25.8
2003,1 000 eur,,lörrach,code08336,25.6
2004,1 000 eur,,lörrach,code08336,26.2
2005,1 000 eur,,lörrach,code08336,26.0
2006,1 000 eur,,lörrach,code08336,27.2
2007,1 000 eur,,lörrach,code08336,28.1
2008,1 000 eur,,lörrach,code08336,29.0
2009,1 000 eur,,lörrach,code08336,26.9
2010,1 000 eur,,lörrach,code08336,28.4
2011,1 000 eur,,lörrach,code08336,30.1
2012,1 000 eur,,lörrach,code08336,31.1
2013,1 000 eur,,lörrach,code08336,31.6
2014,1 000 eur,,lörrach,code08336,32.8
2015,1 000 eur,,lörrach,code08336,33.0
2016,1 000 eur,,lörrach,code08336,32.1
2017,1 000 eur,,lörrach,code08336,33.2
2000,1 000 eur,,waldshut,code08337,20.8
2001,1 000 eur,,waldshut,code08337,21.3
2002,1 000 eur,,waldshut,code08337,20.7
2003,1 000 eur,,waldshut,code08337,21.3
2004,1 000 eur,,waldshut,code08337,22.0
2005,1 000 eur,,waldshut,code08337,22.3
2006,1 000 eur,,waldshut,code08337,23.5
2007,1 000 eur,,waldshut,code08337,24.1
2008,1 000 eur,,waldshut,code08337,24.8
2009,1 000 eur,,waldshut,code08337,23.2
2010,1 000 eur,,waldshut,code08337,25.1
2011,1 000 eur,,waldshut,code08337,26.1
2012,1 000 eur,,waldshut,code08337,26.4
2013,1 000 eur,,waldshut,code08337,27.4
2014,1 000 eur,,waldshut,code08337,28.8
2015,1 000 eur,,waldshut,code08337,29.6
2016,1 000 eur,,waldshut,code08337,30.4
2017,1 000 eur,,waldshut,code08337,31.2
2000,1 000 eur,,reutlingen,code08415,27.6
2001,1 000 eur,,reutlingen,code08415,28.3
2002,1 000 eur,,reutlingen,code08415,28.9
2003,1 000 eur,,reutlingen,code08415,28.5
2004,1 000 eur,,reutlingen,code08415,29.8
2005,1 000 eur,,reutlingen,code08415,28.7
2006,1 000 eur,,reutlingen,code08415,30.4
2007,1 000 eur,,reutlingen,code08415,31.9
2008,1 000 eur,,reutlingen,code08415,33.1
2009,1 000 eur,,reutlingen,code08415,29.8
2010,1 000 eur,,reutlingen,code08415,32.5
2011,1 000 eur,,reutlingen,code08415,34.0
2012,1 000 eur,,reutlingen,code08415,34.3
2013,1 000 eur,,reutlingen,code08415,36.2
